"","logFC","AveExpr","t","P.Value","adj.P.Val","B","hu_gene_name"
"217456_x_at",0.265618057061828,8.07657596253092,5.43833027474425,8.68379343462977e-05,0.0427937340458555,1.65989208834931,"HLA-E"
"AFFX-HUMISGF3A/M97935_MB_at",0.577201129563751,7.89561066564745,5.37336295684979,9.76305016735691e-05,0.0467758581351589,1.55590833045008,"STAT1"
"210140_at",0.267513477168993,6.16512832035861,5.2751314718182,0.000116675198545428,0.0529722313701434,1.39738329252892,"CST7"
"208581_x_at",0.295804746517116,8.9125441212935,5.27498657568681,0.000116705982842385,0.0529722313701434,1.39714831354184,"MT1X"
"33304_at",0.322918767877779,6.28301357622066,5.23141090979284,0.000126358381758595,0.0549351705908025,1.32632922070967,"ISG20"
"205095_s_at",-0.327040780642776,6.68977179577932,-5.22691399938193,0.00012740067391188,0.0549351705908025,1.31900363164757,"ATP6V0A1"
"205461_at",-0.328953379735914,5.86725345486761,-5.18765149191403,0.000136889541109086,0.0553994659478268,1.25490779038877,"RAB35"
"204070_at",0.425391050408815,4.72596337922851,5.1829238048934,0.000138080674450798,0.0553994659478268,1.24717343323681,"PLAAT4"
"203695_s_at",0.263233131863029,6.18392291954624,5.17966604734203,0.000138907724965405,0.0553994659478268,1.24184178805103,"GSDME"
"205065_at",0.464159078913438,4.67783425293374,5.16980245304416,0.000141443335017054,0.0553994659478268,1.22568884737871,"ENPP1"
"209667_at",0.226818883620154,7.01446072851752,5.14371190107574,0.000148384859890057,0.0553994659478268,1.18288848401859,"CES2"
"220950_s_at",-0.469184289519406,5.18242432000793,-5.13401287062445,0.000151054745501061,0.0553994659478268,1.16695050037485,"KANSL3"
"221269_s_at",0.243948019103044,10.5337053559673,5.1189139295036,0.000155310792862521,0.0553994659478268,1.1421098832291,"SH3BGRL3"
"210397_at",0.292306459280492,3.35427869547978,5.11591887214926,0.000156169728393827,0.0553994659478268,1.13717822835531,"DEFB1"
"218382_s_at",-0.274310163972339,7.30724578931226,-5.11171091283515,0.00015738484644269,0.0553994659478268,1.13024705608352,"U2AF2"
"202270_at",0.424686939393106,6.5572505128202,5.09180492542229,0.0001632675100457,0.0563207602653647,1.09742152242063,"GBP1"
"203159_at",-0.272630671763692,8.52150121973361,-5.02690177681383,0.000184083919075672,0.0622564595336704,0.989970216693671,"GLS"
"201796_s_at",-0.424637700705535,6.25418621595244,-4.99328935648393,0.000195928730366578,0.0649880527185142,0.934069854084917,"VARS1"
"213193_x_at",0.220879229344492,10.1321938303892,4.93243761412798,0.000219424882354636,0.0714083088840144,0.832434976673961,"TRBC1"
"212893_at",-0.298173125906064,8.53149383461957,-4.87946089209733,0.000242254688581546,0.0773779420121204,0.743504589848597,"ZZZ3"
"204637_at",0.471716999400377,6.22979435280661,4.86208791191468,0.000250266013178859,0.0784834217328902,0.714251364763461,"CGA"
"202179_at",-0.201803743279183,9.96556348874662,-4.79603700913318,0.000283314419813812,0.087260841302654,0.602633661329364,"BLMH"
"204747_at",0.318459317484458,4.15891286604672,4.75208715104926,0.000307778675690492,0.0904976701034122,0.528018866342149,"IFIT3"
"209040_s_at",0.216245385829299,8.66830689669572,4.74966274607417,0.00030919015494593,0.0904976701034122,0.523894972214586,"PSMB8"
"201842_s_at",-0.215131218078877,9.69056726374176,-4.74725138610869,0.000310600676320742,0.0904976701034122,0.519792451004671,"EFEMP1"
"222113_s_at",-0.244439689808268,6.21473085608893,-4.74012035160036,0.000314811004534134,0.0904976701034122,0.507655443794874,"EPS15L1"
"209732_at",0.260896776967156,8.11219154323065,4.70263384974017,0.000337934246353341,0.0955522931328268,0.443737239107715,"CLEC2B"
"203761_at",0.309313059879013,8.11131774911846,4.68953579915398,0.000346421398221273,0.0963721980083955,0.421358057084963,"SLA"
"213077_at",-0.208328656879504,7.89605154420841,-4.67394833113016,0.000356809159199409,0.0976864186963715,0.394694911063708,"YTHDC2"
